# t[ms]  sx/q0_RM_surface(z=h/2)  sx/q0_RM_centroid(z=h/2-tply/2)  sx/q0_Abaqus3D_centroid(interp between dumps) (blast pulse)
5.000000000000000278e-02 3.448010784408721552e-01 3.392016724013880991e-01 4.557438868713232782e-01
1.000000000000000056e-01 5.706114770289436589e-01 5.553799042823854837e-01 7.540356806480501550e-01
1.499999999999999944e-01 1.309938808264152321e+00 1.263502167411054034e+00 1.468382158952222127e+00
2.000000000000000111e-01 2.948001645946616289e+00 2.832598454350933270e+00 2.182728637256394766e+00
2.500000000000000000e-01 5.786972609496086939e+00 5.552136595399804975e+00 3.296842990397140127e+00
2.999999999999999889e-01 9.927096536769358437e+00 9.518135935184989904e+00 6.641241276836661100e+00
3.499999999999999778e-01 1.522401907203721727e+01 1.459229147253518377e+01 9.985639563276187403e+00
4.000000000000000222e-01 2.133761277772391551e+01 2.044875584367242993e+01 1.333003784971571193e+01
4.500000000000000111e-01 2.784882666427723663e+01 2.668608418203859145e+01 1.667443613615523290e+01
5.000000000000000000e-01 3.440428084563654210e+01 3.296575942105167201e+01 2.001883442259475743e+01
5.500000000000000444e-01 4.083955535087240207e+01 3.913029587322120051e+01 2.393494912902074034e+01
5.999999999999999778e-01 4.722043555836690132e+01 4.524274916743167552e+01 2.897081611364504283e+01
6.500000000000000222e-01 5.381952501439113945e+01 5.156429710477852524e+01 3.400668309826935598e+01
6.999999999999999556e-01 6.098162208951372065e+01 5.842525449722201358e+01 3.904255008289366913e+01
7.500000000000000000e-01 6.901440682376279767e+01 6.612036788804532250e+01 4.407841706751798228e+01
8.000000000000000444e-01 7.802642150388852826e+01 7.475357525385767588e+01 4.911428405214229542e+01
8.499999999999999778e-01 8.790650345493844497e+01 8.421834387355174556e+01 5.415015103676660146e+01
9.000000000000000222e-01 9.832940485698647137e+01 9.420304738209797790e+01 5.918601802139090751e+01
9.499999999999999556e-01 1.088641690171409095e+02 1.042948198794127848e+02 6.422188500601521355e+01
1.000000000000000000e+00 1.191280777118000458e+02 1.141270354202775081e+02 6.925775199063953380e+01
1.050000000000000044e+00 1.289202924251194702e+02 1.235073397445872700e+02 7.809548410677092534e+01
1.100000000000000089e+00 1.382889701062756558e+02 1.324819278610027879e+02 8.701080530721883122e+01
1.149999999999999911e+00 1.474948872703373866e+02 1.413006738650826719e+02 9.592612650766669447e+01
1.199999999999999956e+00 1.568910989669162745e+02 1.503018207147341059e+02 1.048414477081145577e+02
1.250000000000000000e+00 1.667555729538738944e+02 1.597516516712648240e+02 1.137567689085624636e+02
1.300000000000000044e+00 1.771752346897608845e+02 1.697333973861979359e+02 1.226720901090103268e+02
1.350000000000000089e+00 1.879993073268134367e+02 1.801025569604497889e+02 1.315874113094582185e+02
1.399999999999999911e+00 1.988962504779943572e+02 1.905414641710949581e+02 1.405027325099060818e+02
1.449999999999999956e+00 2.094948597551744172e+02 2.006944759055531904e+02 1.494180537103539450e+02
1.500000000000000000e+00 2.195051480471225034e+02 2.102837855660406490e+02 1.583333749108018651e+02
1.550000000000000044e+00 2.288036435491458462e+02 2.191911397745503791e+02 1.668920745609709400e+02
1.600000000000000089e+00 2.374551906909008778e+02 2.274787171584922874e+02 1.754434962203180532e+02
1.649999999999999911e+00 2.456382718075817024e+02 2.353175598966969346e+02 1.839949178796651381e+02
1.699999999999999956e+00 2.535712730196966334e+02 2.429169256792095268e+02 1.925463395390122230e+02
1.750000000000000000e+00 2.614264389745174526e+02 2.504418434287090918e+02 2.010977611983593363e+02
1.800000000000000044e+00 2.692632156065682238e+02 2.579492526607281775e+02 2.096491828577064211e+02
