iea_r0000,115.6
iea_r0020,108.6
iea_r0049,77.2
iea_r0066,87.3
iea_r0083,88.2
iea_r0102,88.4
iea_r0110,94.2
iea_r0156,70.6
iea_r0197,75.8
iea_r0247,57.6
iea_r0399,46.8
iea_r0534,30.3
iea_r0739,19.7
iea_r0980,7.0
