iea_r0000,2.2
iea_r0020,1.6
iea_r0049,1.7
iea_r0066,1.6
iea_r0083,1.6
iea_r0102,1.5
iea_r0110,1.4
iea_r0136,1.4
iea_r0156,1.3
iea_r0197,1.2
iea_r0247,1.1
iea_r0399,1.1
iea_r0534,1.1
iea_r0739,1.0
iea_r0980,1.0
iea_r1000,0.6
