# garg caseC [0/core/0] sandwich, S = a/h = 10 -- 3-D DISPLACEMENT recovery, Yu-2003 Eq. 65
# plate part u^2d from: the internal harmonic solve (theory)
# stations: U1, U2 at x = 0 (cos peak); U3 at x = a/2 (sin peak)
# 
# U_1 = U - x3 (p W) + w1 ; U_2 = V + w2 ; U_3 = W + w3   (Kirchhoff
# composition -- the raw warping tilt carries the mean shear; z*phi
# would double-count it, see msgrm_warping_at_depth)
#   plate DOF amplitudes [U, V, W, F1, F2] = [-3.96194e-22, -5.85391e-35, 0.000111341, -6.00318e-05, -1.32611e-17]
#   (rotations F1/F2 are fitted and recorded but the composition
#    needs only U, V, W; Abaqus map phi1 = UR2, phi2 = -UR1; the
#    rigid-body constants of the deck's pins are fitted out -- the
#    exact solution carries the zero-span-average gauge)
#   strain amplitudes Es = [1.24468e-21, 0, 1.83906e-34, 0.000188595, 0, 4.16609e-17]
#   warping arguments: E6,1 = p Es at x = 0 ; E6 = Es and
#   E6,11 = -p^2 Es at x = a/2
# 
# gauge check: <U1_exact> over the thickness = 1.853641e-08 vs plate u0 = -3.961937e-22
# 
# rel L2 errors vs exact 3-D [%]:  U1   0.9701   U2   0.0000 (U2_exact ~ 0: denominator floored at 1e-3 ||U1||)   U3   1.6442
# 
# columns: z[m]  U1_rec U1_exact  U2_rec U2_exact  U3_rec U3_exact  [m]
   1.900000e-02   -4.276340e-07   -4.209293e-07    5.556321e-20    0.000000e+00    1.113281e-04    1.096776e-04
   2.000000e-02   -4.505532e-07   -4.451302e-07    5.902999e-20    0.000000e+00    1.113285e-04    1.096899e-04
   2.100000e-02   -4.735358e-07   -4.693942e-07    6.249416e-20    0.000000e+00    1.113290e-04    1.097024e-04
   2.200000e-02   -4.965850e-07   -4.937231e-07    6.595558e-20    0.000000e+00    1.113294e-04    1.097151e-04
   2.300000e-02   -5.197039e-07   -5.181188e-07    6.941412e-20    0.000000e+00    1.113299e-04    1.097280e-04
   2.400000e-02   -5.428957e-07   -5.425832e-07    7.286965e-20    0.000000e+00    1.113304e-04    1.097411e-04
   2.500000e-02   -5.661636e-07   -5.671181e-07    7.632204e-20    0.000000e+00    1.113309e-04    1.097543e-04
   2.600000e-02   -5.895107e-07   -5.917256e-07    7.977116e-20    0.000000e+00    1.113314e-04    1.097678e-04
   2.700000e-02   -6.129403e-07   -6.164074e-07    8.321687e-20    0.000000e+00    1.113320e-04    1.097814e-04
   2.800000e-02   -6.364555e-07   -6.411654e-07    8.665905e-20    0.000000e+00    1.113325e-04    1.097952e-04
   2.900000e-02   -6.600594e-07   -6.660017e-07    9.009757e-20    0.000000e+00    1.113331e-04    1.098092e-04
   3.000000e-02   -6.837553e-07   -6.909181e-07    9.353229e-20    0.000000e+00    1.113338e-04    1.098234e-04
   3.100000e-02   -7.075463e-07   -7.159164e-07    9.696308e-20    0.000000e+00    1.113344e-04    1.098378e-04
   3.200000e-02   -7.314356e-07   -7.409987e-07    1.003898e-19    0.000000e+00    1.113351e-04    1.098524e-04
   3.300000e-02   -7.554263e-07   -7.661668e-07    1.038124e-19    0.000000e+00    1.113357e-04    1.098671e-04
   3.400000e-02   -7.795216e-07   -7.914227e-07    1.072306e-19    0.000000e+00    1.113364e-04    1.098821e-04
   3.500000e-02   -8.037247e-07   -8.167683e-07    1.106444e-19    0.000000e+00    1.113371e-04    1.098972e-04
   3.600000e-02   -8.280388e-07   -8.422056e-07    1.140536e-19    0.000000e+00    1.113379e-04    1.099125e-04
   3.700000e-02   -8.524670e-07   -8.677364e-07    1.174581e-19    0.000000e+00    1.113386e-04    1.099281e-04
   3.800000e-02   -8.770125e-07   -8.933627e-07    1.208577e-19    0.000000e+00    1.113394e-04    1.099438e-04
   3.900000e-02   -9.016784e-07   -9.190865e-07    1.242524e-19    0.000000e+00    1.113402e-04    1.099596e-04
   4.000000e-02   -9.264680e-07   -9.449098e-07    1.276419e-19    0.000000e+00    1.113410e-04    1.099757e-04
   4.000000e-02   -9.264680e-07   -9.449098e-07    1.276419e-19    0.000000e+00    1.113410e-04    1.099757e-04
   4.012500e-02   -9.694899e-07   -9.874040e-07    1.276571e-19    0.000000e+00    1.113422e-04    1.099757e-04
   4.025000e-02   -1.012520e-06   -1.029901e-06    1.276721e-19    0.000000e+00    1.113433e-04    1.099757e-04
   4.037500e-02   -1.055557e-06   -1.072402e-06    1.276869e-19    0.000000e+00    1.113444e-04    1.099757e-04
   4.050000e-02   -1.098602e-06   -1.114907e-06    1.277015e-19    0.000000e+00    1.113456e-04    1.099757e-04
   4.062500e-02   -1.141655e-06   -1.157415e-06    1.277160e-19    0.000000e+00    1.113467e-04    1.099757e-04
   4.075000e-02   -1.184716e-06   -1.199926e-06    1.277302e-19    0.000000e+00    1.113478e-04    1.099757e-04
   4.087500e-02   -1.227785e-06   -1.242442e-06    1.277444e-19    0.000000e+00    1.113489e-04    1.099757e-04
   4.100000e-02   -1.270862e-06   -1.284962e-06    1.277583e-19    0.000000e+00    1.113501e-04    1.099756e-04
   4.112500e-02   -1.313947e-06   -1.327486e-06    1.277721e-19    0.000000e+00    1.113512e-04    1.099756e-04
   4.125000e-02   -1.357039e-06   -1.370014e-06    1.277857e-19    0.000000e+00    1.113523e-04    1.099756e-04
   4.137500e-02   -1.400140e-06   -1.412547e-06    1.277991e-19    0.000000e+00    1.113535e-04    1.099755e-04
   4.150000e-02   -1.443249e-06   -1.455085e-06    1.278123e-19    0.000000e+00    1.113546e-04    1.099755e-04
   4.162500e-02   -1.486366e-06   -1.497627e-06    1.278254e-19    0.000000e+00    1.113557e-04    1.099754e-04
   4.175000e-02   -1.529490e-06   -1.540174e-06    1.278383e-19    0.000000e+00    1.113568e-04    1.099754e-04
   4.187500e-02   -1.572623e-06   -1.582726e-06    1.278510e-19    0.000000e+00    1.113579e-04    1.099753e-04
   4.200000e-02   -1.615764e-06   -1.625283e-06    1.278636e-19    0.000000e+00    1.113591e-04    1.099753e-04
   4.212500e-02   -1.658913e-06   -1.667846e-06    1.278759e-19    0.000000e+00    1.113602e-04    1.099752e-04
   4.225000e-02   -1.702071e-06   -1.710414e-06    1.278881e-19    0.000000e+00    1.113613e-04    1.099751e-04
   4.237500e-02   -1.745236e-06   -1.752988e-06    1.279001e-19    0.000000e+00    1.113624e-04    1.099751e-04
   4.250000e-02   -1.788410e-06   -1.795567e-06    1.279119e-19    0.000000e+00    1.113636e-04    1.099750e-04
   4.262500e-02   -1.831592e-06   -1.838152e-06    1.279236e-19    0.000000e+00    1.113647e-04    1.099749e-04
   4.275000e-02   -1.874782e-06   -1.880744e-06    1.279351e-19    0.000000e+00    1.113658e-04    1.099748e-04
   4.287500e-02   -1.917980e-06   -1.923341e-06    1.279463e-19    0.000000e+00    1.113669e-04    1.099747e-04
   4.300000e-02   -1.961187e-06   -1.965945e-06    1.279574e-19    0.000000e+00    1.113680e-04    1.099746e-04
   4.312500e-02   -2.004402e-06   -2.008555e-06    1.279684e-19    0.000000e+00    1.113691e-04    1.099745e-04
   4.325000e-02   -2.047626e-06   -2.051171e-06    1.279791e-19    0.000000e+00    1.113702e-04    1.099744e-04
   4.337500e-02   -2.090858e-06   -2.093794e-06    1.279897e-19    0.000000e+00    1.113714e-04    1.099743e-04
