y2 y3 S11 S22 S33 S23 S13 S12
4.775167163672139076e-04 7.193069534563950596e-02 1.070624345556652732e+07 -9.534123581679975614e+06 2.104699904799181968e+04 4.604494171784652281e+04 3.231195197582979017e+04 6.180276914125495823e+05
-4.775167163672139618e-04 7.193069534563950596e-02 1.070624345556648448e+07 -9.534123581679919735e+06 2.104699904782976955e+04 -4.604494171824972727e+04 -3.231195197400265897e+04 6.180276914125073235e+05
4.789030863874346191e-04 7.213953002700732031e-02 1.062203631983025186e+07 -9.537728260802134871e+06 1.381975240253098309e+04 4.597715111349852668e+04 3.221708114322908659e+04 6.048077962876625825e+05
-4.789030863874345107e-04 7.213953002700732031e-02 1.062203631983014941e+07 -9.537728260802108794e+06 1.381975240235589445e+04 -4.597715111391280516e+04 -3.221708114139160170e+04 6.048077962876338279e+05
4.799179752145065945e-04 7.229240762415103938e-02 1.056533804771718755e+07 -9.536531792551562190e+06 2.033997874592943117e+04 4.594667443433927110e+04 3.214722122140402644e+04 5.951322841463933000e+05
-4.799179752145066487e-04 7.229240762415103938e-02 1.056533804771715030e+07 -9.536531792551465333e+06 2.033997874603094533e+04 -4.594667443469888531e+04 -3.214722121968832653e+04 5.951322841463765362e+05
4.813043330338805277e-04 7.250124230551885374e-02 1.048177619240287505e+07 -9.540275313404832035e+06 1.311816935700457543e+04 4.587980534283050656e+04 3.205329707504261387e+04 5.819181586859573144e+05
-4.813043330338803651e-04 7.250124230551885374e-02 1.048177619240272231e+07 -9.540275313404770568e+06 1.311816935708792880e+04 -4.587980534318604623e+04 -3.205329707333187980e+04 5.819181586859599920e+05
4.823192173951326451e-04 7.265411990266255893e-02 1.042544486375417188e+07 -9.539256346318939701e+06 1.941052877087937668e+04 4.584703858551765734e+04 3.197786292935942402e+04 5.722471728475481505e+05
-4.823192173951326993e-04 7.265411990266257281e-02 1.042544486375391670e+07 -9.539256346318941563e+06 1.941052877087937668e+04 -4.584703858589279844e+04 -3.197786292769328065e+04 5.722471728475688724e+05
-4.837055752145064699e-04 7.286295458403037328e-02 1.034249191114064679e+07 -9.543138360960137099e+06 1.219160700579034165e+04 -4.578104711111745564e+04 -3.188486139702799846e+04 5.590396381626912626e+05
4.837055752145066325e-04 7.286295458403038716e-02 1.034249191114100441e+07 -9.543138360960077494e+06 1.219160700581641868e+04 4.578104711075202067e+04 3.188486139868320970e+04 5.590396381626416696e+05
4.847204640415786079e-04 7.301583218117407847e-02 1.028650634885601513e+07 -9.542292450719714165e+06 1.826696875155437738e+04 4.574602177487566951e+04 3.180389646620786880e+04 5.493737615623571910e+05
-4.847204640415787164e-04 7.301583218117407847e-02 1.028650634885565192e+07 -9.542292450719783083e+06 1.826696875156182796e+04 -4.574602177533166105e+04 -3.180389646457881463e+04 5.493737615624171449e+05
4.861068340617993194e-04 7.322466686254190671e-02 1.020412697458126023e+07 -9.546312588038645685e+06 1.104846872080350295e+04 4.568086705095980142e+04 3.171179221553673415e+04 5.361735894496083492e+05
-4.861068340617992110e-04 7.322466686254190671e-02 1.020412697458092868e+07 -9.546312588038718328e+06 1.104846872081188485e+04 -4.568086705140303820e+04 -3.171179221392170439e+04 5.361735894496680703e+05
4.871217228888712948e-04 7.337754445968561190e-02 1.014846657385642268e+07 -9.545635432735297829e+06 1.691728385308012366e+04 4.564362290801353083e+04 3.162534255881618446e+04 5.265133698770652991e+05
-4.871217228888713490e-04 7.337754445968561190e-02 1.014846657385608368e+07 -9.545635432735342532e+06 1.691728385322680697e+04 -4.564362290830568236e+04 -3.162534255745636619e+04 5.265133698771374766e+05
4.885080807082452280e-04 7.358637914105342626e-02 1.006662648061175458e+07 -9.549793302127588540e+06 9.696820303246378899e+03 4.557926774061502510e+04 3.153410577954515247e+04 5.133212850799531443e+05
-4.885080807082451196e-04 7.358637914105342626e-02 1.006662648061119579e+07 -9.549793302127692848e+06 9.696820303360465914e+03 -4.557926774088922684e+04 -3.153410577820458639e+04 5.133212850800594897e+05
