# IEA r=0.20->0.30 taper: SOLID MIXED (hex skin + tet webs, JAX) vs QUAD SHELL (ring-lofted, MITC-RM)
# solid batches {'hex8': 6336, 'tet4': 11880} ; solid dof 33852 ; solid 27.0 s ; shell 5.3 s
# diagonals [EA GA2 GA3 GJ EI2 EI3]
solid_L    2.711379e+10 7.630776e+08 3.348040e+08 4.032483e+09 3.425019e+10 2.399638e+11
solid_R    2.567547e+10 6.331863e+08 2.478529e+08 2.239222e+09 2.270562e+10 1.692000e+11
solid_seg  2.683676e+10 6.925480e+08 2.980283e+08 3.024536e+09 2.880224e+10 2.044489e+11
shell_L    2.775229e+10 7.214769e+08 4.398239e+08 4.486006e+09 3.795988e+10 2.422917e+11
shell_R    2.668133e+10 6.728564e+08 3.630778e+08 2.819326e+09 2.571051e+10 1.744862e+11
shell_seg  2.686434e+10 6.819456e+08 3.958987e+08 3.529315e+09 3.111635e+10 2.040658e+11
# max %err shell-vs-solid: L 100.000  R 100.000  seg 32.839
