# t[ms] U1 U2 U3[m] S11 S22 S33 S12 S13 S23[Pa] -- OpenSG-RM at the stations of the plots; solid dump values in solid_blast.dat
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.085418500000000078e-03 2.338714122804792225e+07 1.742293824291916192e+07 3.155198414714967459e+07 -5.594539940520963999e-11 3.286042590485974215e+05 3.154203092866622028e+05
1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.301181799999999764e-03 3.829211148848740757e+07 1.870122141152555868e+07 3.175185068350560218e+07 -4.197002504367436452e-10 1.243126564416647656e+06 1.197640065628431272e+06
1.499999999999999944e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.855827800000000097e-02 8.711544203780718148e+07 2.346244745315136015e+07 3.125731322609480843e+07 -1.599858671016919058e-09 2.503849225698221009e+06 2.428846248459671158e+06
2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.275364800000000326e-02 1.953008651912217140e+08 3.434296017361135036e+07 3.075891058793930709e+07 -4.234226036690233965e-09 3.893047526219027583e+06 3.799643945341006387e+06
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.077294799999999830e-02 3.828064931249906421e+08 5.345534971218360960e+07 3.026736565009381250e+07 -8.831286504894091987e-09 5.413098341687377542e+06 5.300636786540346220e+06
2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.249373200000000517e-02 6.562526292047510147e+08 8.157789216904024780e+07 2.979457505451127142e+07 -1.566678995184677566e-08 7.131796483621068299e+06 6.992850711902030744e+06
3.499999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.778759300000000598e-02 1.006103475531771660e+09 1.178457336087422073e+08 2.933258217625070736e+07 -2.460733466521282908e-08 9.095468014609217644e+06 8.919608693146487698e+06
4.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.265187600000000079e-01 1.409892638407179594e+09 1.600288699631743431e+08 2.887430504214132950e+07 -3.504434437984939383e-08 1.134494612433068454e+07 1.111834564073342085e+07
4.500000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.585419600000000095e-01 1.839941457749548435e+09 2.052894740487758219e+08 2.842189842646799237e+07 -4.652858798030659677e-08 1.392235116725840792e+07 1.362947559588903189e+07
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.937010500000000135e-01 2.272909994258899212e+09 2.511197851299038827e+08 2.798738534969842434e+07 -5.815041432994618740e-08 1.685574215823092684e+07 1.648105386710894108e+07
