# garg caseA [0/90/0], S = a/h = 10 -- IN-PLANE stress recovery at the sin-peak station x = a/2
# reference surface: MID-SURFACE (fraction = 0.5); plies (bottom->top): pagano(0.03333m/0), pagano(0.03333m/90), pagano(0.03333m/0)
# 
# MSG-RM: Yu-2003 Eq.-66 recovery with E6 = Es and E6,11 = -p^2 Es
#   (at the sin peak E6,1 = 0, so the SECOND gradient carries all of
#    the gradient content -- a first-order-only recovery loses it)
#   plate DOF amplitudes [U, V, W, F1, F2] = [-2.65801e-22, 5.16535e-35, 9.43817e-05, -0.000160113, 5.62664e-18]
#   strain amplitudes Es = [8.35039e-22, 0, -1.62274e-34, 0.000503011, 0, -1.76766e-17]
# 
# FSDT/CLT standalone: classical ABD + Whitney-1973 k1^2 = 0.582778,
#   its own harmonic plate solve, stresses = Qbar(z) (e0 + z k).
#   (a single scalar k is used for both shear terms; the in-plane
#    stresses are insensitive to it for these laminates)
#   strain amplitudes Es_fsdt = [3.33141e-57, 0, 1.65715e-38, 0.000503011, 0, 8.54158e-21]
# 
# rel L2 errors vs exact 3-D [%] (floored components: s12 -- exact field < 1% of ||s11||, error normalized by 1e-2 ||s11|| instead):
#   MSG-RM   s11   2.0460   s22  30.1524   s12   0.0000
#   FSDT/CLT s11  14.0833   s22  35.3614   s12   0.0000
# 
# columns: z[m]  s11_msg s11_exact s11_fsdt  s22_msg s22_exact s22_fsdt  s12_msg s12_exact s12_fsdt  [Pa]
  -5.000000e-02   -7.538272e+05   -7.363036e+05   -6.303392e+05   -9.364726e+03   -7.363036e+03   -6.303392e+03    4.402084e-10   -2.050710e-13   -2.135396e-13
  -4.958333e-02   -7.440614e+05   -7.267605e+05   -6.250863e+05   -9.262129e+03   -7.267448e+03   -6.250863e+03    4.364655e-10   -2.050714e-13   -2.117601e-13
  -4.916667e-02   -7.343486e+05   -7.172791e+05   -6.198335e+05   -9.159795e+03   -7.172165e+03   -6.198335e+03    4.327245e-10   -2.050727e-13   -2.099806e-13
  -4.875000e-02   -7.246883e+05   -7.078584e+05   -6.145807e+05   -9.057721e+03   -7.077183e+03   -6.145807e+03    4.289853e-10   -2.050749e-13   -2.082011e-13
  -4.833333e-02   -7.150802e+05   -6.984978e+05   -6.093279e+05   -8.955905e+03   -6.982499e+03   -6.093279e+03    4.252481e-10   -2.050780e-13   -2.064216e-13
  -4.791667e-02   -7.055238e+05   -6.891965e+05   -6.040750e+05   -8.854345e+03   -6.888107e+03   -6.040750e+03    4.215126e-10   -2.050820e-13   -2.046421e-13
  -4.750000e-02   -6.960186e+05   -6.799536e+05   -5.988222e+05   -8.753038e+03   -6.794005e+03   -5.988222e+03    4.177789e-10   -2.050868e-13   -2.028626e-13
  -4.708333e-02   -6.865642e+05   -6.707684e+05   -5.935694e+05   -8.651983e+03   -6.700188e+03   -5.935694e+03    4.140471e-10   -2.050925e-13   -2.010831e-13
  -4.666667e-02   -6.771602e+05   -6.616400e+05   -5.883166e+05   -8.551177e+03   -6.606653e+03   -5.883166e+03    4.103170e-10   -2.050991e-13   -1.993036e-13
  -4.625000e-02   -6.678060e+05   -6.525678e+05   -5.830637e+05   -8.450618e+03   -6.513395e+03   -5.830637e+03    4.065887e-10   -2.051066e-13   -1.975241e-13
  -4.583333e-02   -6.585013e+05   -6.435509e+05   -5.778109e+05   -8.350304e+03   -6.420412e+03   -5.778109e+03    4.028622e-10   -2.051149e-13   -1.957446e-13
  -4.541667e-02   -6.492456e+05   -6.345886e+05   -5.725581e+05   -8.250232e+03   -6.327698e+03   -5.725581e+03    3.991374e-10   -2.051241e-13   -1.939651e-13
  -4.500000e-02   -6.400385e+05   -6.256802e+05   -5.673052e+05   -8.150400e+03   -6.235251e+03   -5.673052e+03    3.954143e-10   -2.051342e-13   -1.921856e-13
  -4.458333e-02   -6.308795e+05   -6.168248e+05   -5.620524e+05   -8.050807e+03   -6.143066e+03   -5.620524e+03    3.916929e-10   -2.051452e-13   -1.904061e-13
  -4.416667e-02   -6.217681e+05   -6.080217e+05   -5.567996e+05   -7.951450e+03   -6.051141e+03   -5.567996e+03    3.879732e-10   -2.051571e-13   -1.886266e-13
  -4.375000e-02   -6.127040e+05   -5.992701e+05   -5.515468e+05   -7.852326e+03   -5.959470e+03   -5.515468e+03    3.842551e-10   -2.051698e-13   -1.868471e-13
  -4.333333e-02   -6.036867e+05   -5.905694e+05   -5.462939e+05   -7.753434e+03   -5.868051e+03   -5.462939e+03    3.805388e-10   -2.051834e-13   -1.850676e-13
