iea_r0000,31.5
iea_r0020,31.9
iea_r0049,13.9
iea_r0066,18.1
iea_r0083,17.0
iea_r0102,17.6
iea_r0110,18.3
iea_r0156,13.4
iea_r0197,13.6
iea_r0247,11.0
iea_r0399,8.7
iea_r0534,5.6
iea_r0739,2.9
iea_r0980,1.0
