# t[ms] U1 U2 U3[m] S11 S22 S33 S12 S13 S23[Pa] -- OpenSG-RM at the stations of the plots; solid dump values in solid_step.dat
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.102859800000000164e-03 2.375623611485273391e+07 1.771086015420344844e+07 3.258735419998073578e+07 -5.659531880329395854e-11 3.313678365666773752e+05 3.180660880643599085e+05
1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.403358099999999262e-03 3.916967435515285283e+07 1.928703760160321370e+07 3.279000913442770019e+07 -4.238329179217870385e-10 1.259464247473505791e+06 1.213328969350425992e+06
1.499999999999999944e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.887802200000000125e-02 8.902183081548593938e+07 2.439534169428783283e+07 3.281513920038183033e+07 -1.621591988088875869e-09 2.555123366614400409e+06 2.478008196993548889e+06
2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.348960000000000131e-02 1.995078686203626692e+08 3.575006832314572483e+07 3.283689404905535281e+07 -4.298174218781407900e-09 4.002935862250966951e+06 3.905866632366607897e+06
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.218887700000000157e-02 3.917035598014984727e+08 5.557846775586076081e+07 3.285485758689025044e+07 -9.011102044054921278e-09 5.601237472710897215e+06 5.483742653317758814e+06
2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.491628699999999808e-02 6.735939836140425205e+08 8.480337444794654846e+07 3.287165662052860111e+07 -1.604474591663088226e-08 7.420378387176664546e+06 7.274873646312966011e+06
3.499999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.016027199999999936e-01 1.036998418912531018e+09 1.226989185430929661e+08 3.288969314218527079e+07 -2.526965295721851901e-08 9.513241415959130973e+06 9.328348708194296807e+06
4.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.321692999999999896e-01 1.460519703010986567e+09 1.671529480732114315e+08 3.291113194722323865e+07 -3.625102211105738672e-08 1.192724700695605762e+07 1.168807380715428665e+07
4.500000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.665262600000000093e-01 1.917130842880531549e+09 2.154003559678152800e+08 3.293893987157557905e+07 -4.825661143075743901e-08 1.470951148832753859e+07 1.439939569464453869e+07
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.045715300000000014e-01 2.383861536268648148e+09 2.649729393896924257e+08 3.297527525921311602e+07 -6.087234610602498196e-08 1.789474567596138269e+07 1.749728864618126303e+07
5.500000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.461895500000000070e-01 2.849581930390957355e+09 3.145537946244415045e+08 3.302090009494751692e+07 -7.352805795950276616e-08 2.148879853453467414e+07 2.099257064404879883e+07
5.999999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.912508899999999845e-01 3.318816234183276653e+09 3.643499561448875070e+08 3.307511133096956462e+07 -8.633506063393830861e-08 2.546318763370432705e+07 2.486240127706143633e+07
6.500000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.396129700000000140e-01 3.809279149139202118e+09 4.159759211164773703e+08 3.313580992074756697e+07 -9.883537243653344838e-08 2.975788940776429325e+07 2.905631521559303626e+07
