# garg caseA [0/90/0], S = a/h = 10 -- 3-D DISPLACEMENT recovery, Yu-2003 Eq. 65
# plate part u^2d from: ABAQUS RM-shell job garg_caseA_S10.dat  (harmonic fit residual 3.00e-08)
# stations: U1, U2 at x = 0 (cos peak); U3 at x = a/2 (sin peak)
# 
# U_1 = U - x3 (p W) + w1 ; U_2 = V + w2 ; U_3 = W + w3   (Kirchhoff
# composition -- the raw warping tilt carries the mean shear; z*phi
# would double-count it, see msgrm_warping_at_depth)
#   plate DOF amplitudes [U, V, W, F1, F2] = [0, 0, 9.43695e-05, -0.000160094, 0]
#   (rotations F1/F2 are fitted and recorded but the composition
#    needs only U, V, W; Abaqus map phi1 = UR2, phi2 = -UR1; the
#    rigid-body constants of the deck's pins are fitted out -- the
#    exact solution carries the zero-span-average gauge)
#   strain amplitudes Es = [0, 0, 0, 0.000502949, 0, 0]
#   warping arguments: E6,1 = p Es at x = 0 ; E6 = Es and
#   E6,11 = -p^2 Es at x = a/2
# 
# gauge check: <U1_exact> over the thickness = 3.078240e-08 vs plate u0 = 0.000000e+00
# 
# rel L2 errors vs exact 3-D [%]:  U1   1.4203   U2   0.0000 (U2_exact ~ 0: denominator floored at 1e-3 ||U1||)   U3   1.3006
# 
# columns: z[m]  U1_rec U1_exact  U2_rec U2_exact  U3_rec U3_exact  [m]
   2.500000e-03   -1.889287e-07   -1.624970e-07    1.492424e-21   -1.583927e-23    9.435190e-05    9.317624e-05
   2.916667e-03   -2.204250e-07   -1.961894e-07    1.489043e-21   -1.905924e-23    9.435200e-05    9.317826e-05
   3.333333e-03   -2.519252e-07   -2.298898e-07    1.485661e-21   -2.227907e-23    9.435211e-05    9.318030e-05
   3.750000e-03   -2.834297e-07   -2.635987e-07    1.482280e-21   -2.549876e-23    9.435223e-05    9.318235e-05
   4.166667e-03   -3.149392e-07   -2.973163e-07    1.478899e-21   -2.871832e-23    9.435237e-05    9.318441e-05
   4.583333e-03   -3.464540e-07   -3.310430e-07    1.475518e-21   -3.193772e-23    9.435253e-05    9.318648e-05
   5.000000e-03   -3.779749e-07   -3.647792e-07    1.472137e-21   -3.515697e-23    9.435269e-05    9.318855e-05
   5.416667e-03   -4.095022e-07   -3.985251e-07    1.468757e-21   -3.837607e-23    9.435288e-05    9.319064e-05
   5.833333e-03   -4.410367e-07   -4.322811e-07    1.465377e-21   -4.159500e-23    9.435308e-05    9.319274e-05
   6.250000e-03   -4.725787e-07   -4.660476e-07    1.461997e-21   -4.481377e-23    9.435329e-05    9.319485e-05
   6.666667e-03   -5.041289e-07   -4.998249e-07    1.458617e-21   -4.803237e-23    9.435352e-05    9.319697e-05
   7.083333e-03   -5.356879e-07   -5.336134e-07    1.455237e-21   -5.125079e-23    9.435376e-05    9.319911e-05
   7.500000e-03   -5.672560e-07   -5.674133e-07    1.451858e-21   -5.446903e-23    9.435402e-05    9.320125e-05
   7.916667e-03   -5.988340e-07   -6.012250e-07    1.448479e-21   -5.768709e-23    9.435429e-05    9.320340e-05
   8.333333e-03   -6.304223e-07   -6.350490e-07    1.445101e-21   -6.090496e-23    9.435458e-05    9.320556e-05
   8.750000e-03   -6.620215e-07   -6.688854e-07    1.441723e-21   -6.412263e-23    9.435488e-05    9.320773e-05
   9.166667e-03   -6.936321e-07   -7.027347e-07    1.438345e-21   -6.734011e-23    9.435519e-05    9.320992e-05
   9.583333e-03   -7.252546e-07   -7.365971e-07    1.434967e-21   -7.055739e-23    9.435552e-05    9.321211e-05
   1.000000e-02   -7.568897e-07   -7.704732e-07    1.431590e-21   -7.377445e-23    9.435587e-05    9.321431e-05
   1.041667e-02   -7.885379e-07   -8.043630e-07    1.428214e-21   -7.699131e-23    9.435623e-05    9.321653e-05
   1.083333e-02   -8.201996e-07   -8.382672e-07    1.424837e-21   -8.020795e-23    9.435660e-05    9.321875e-05
   1.125000e-02   -8.518755e-07   -8.721859e-07    1.421462e-21   -8.342437e-23    9.435699e-05    9.322098e-05
   1.166667e-02   -8.835660e-07   -9.061195e-07    1.418087e-21   -8.664056e-23    9.435739e-05    9.322323e-05
   1.208333e-02   -9.152718e-07   -9.400683e-07    1.414712e-21   -8.985652e-23    9.435781e-05    9.322548e-05
   1.250000e-02   -9.469934e-07   -9.740327e-07    1.411338e-21   -9.307225e-23    9.435824e-05    9.322775e-05
   1.291667e-02   -9.787313e-07   -1.008013e-06    1.407964e-21   -9.628774e-23    9.435869e-05    9.323003e-05
   1.333333e-02   -1.010486e-06   -1.042010e-06    1.404591e-21   -9.950299e-23    9.435915e-05    9.323231e-05
   1.375000e-02   -1.042258e-06   -1.076023e-06    1.401218e-21   -1.027180e-22    9.435963e-05    9.323461e-05
   1.416667e-02   -1.074048e-06   -1.110053e-06    1.397846e-21   -1.059327e-22    9.436012e-05    9.323691e-05
   1.458333e-02   -1.105857e-06   -1.144101e-06    1.394475e-21   -1.091472e-22    9.436062e-05    9.323923e-05
   1.500000e-02   -1.137685e-06   -1.178166e-06    1.391104e-21   -1.123614e-22    9.436114e-05    9.324156e-05
   1.541667e-02   -1.169532e-06   -1.212249e-06    1.387734e-21   -1.155754e-22    9.436168e-05    9.324389e-05
   1.583333e-02   -1.201399e-06   -1.246351e-06    1.384364e-21   -1.187891e-22    9.436223e-05    9.324624e-05
   1.625000e-02   -1.233287e-06   -1.280471e-06    1.380995e-21   -1.220025e-22    9.436279e-05    9.324860e-05
   1.666667e-02   -1.265197e-06   -1.314611e-06    1.377627e-21   -1.252156e-22    9.436337e-05    9.325096e-05
   1.666667e-02   -1.265197e-06   -1.314611e-06    1.377627e-21   -1.252156e-22    9.436337e-05    9.325096e-05
   1.708333e-02   -1.352232e-06   -1.401570e-06    1.377627e-21   -1.251733e-22    9.436403e-05    9.325323e-05
   1.750000e-02   -1.439501e-06   -1.488655e-06    1.377627e-21   -1.251316e-22    9.436468e-05    9.325547e-05
   1.791667e-02   -1.527009e-06   -1.575873e-06    1.377627e-21   -1.250904e-22    9.436533e-05    9.325771e-05
   1.833333e-02   -1.614762e-06   -1.663232e-06    1.377627e-21   -1.250498e-22    9.436597e-05    9.325993e-05
   1.875000e-02   -1.702765e-06   -1.750739e-06    1.377627e-21   -1.250097e-22    9.436661e-05    9.326213e-05
   1.916667e-02   -1.791025e-06   -1.838402e-06    1.377627e-21   -1.249701e-22    9.436723e-05    9.326432e-05
   1.958333e-02   -1.879547e-06   -1.926229e-06    1.377627e-21   -1.249311e-22    9.436785e-05    9.326649e-05
   2.000000e-02   -1.968336e-06   -2.014226e-06    1.377627e-21   -1.248926e-22    9.436846e-05    9.326865e-05
   2.041667e-02   -2.057398e-06   -2.102402e-06    1.377627e-21   -1.248546e-22    9.436907e-05    9.327080e-05
   2.083333e-02   -2.146740e-06   -2.190764e-06    1.377627e-21   -1.248172e-22    9.436966e-05    9.327292e-05
   2.125000e-02   -2.236366e-06   -2.279319e-06    1.377627e-21   -1.247803e-22    9.437025e-05    9.327504e-05
   2.166667e-02   -2.326282e-06   -2.368076e-06    1.377627e-21   -1.247439e-22    9.437082e-05    9.327713e-05
   2.208333e-02   -2.416494e-06   -2.457041e-06    1.377627e-21   -1.247081e-22    9.437139e-05    9.327921e-05
   2.250000e-02   -2.507009e-06   -2.546223e-06    1.377627e-21   -1.246728e-22    9.437195e-05    9.328128e-05
   2.291667e-02   -2.597830e-06   -2.635629e-06    1.377627e-21   -1.246380e-22    9.437250e-05    9.328333e-05
   2.333333e-02   -2.688965e-06   -2.725266e-06    1.377627e-21   -1.246038e-22    9.437303e-05    9.328536e-05
   2.375000e-02   -2.780419e-06   -2.815144e-06    1.377627e-21   -1.245701e-22    9.437356e-05    9.328737e-05
   2.416667e-02   -2.872197e-06   -2.905268e-06    1.377627e-21   -1.245369e-22    9.437408e-05    9.328937e-05
   2.458333e-02   -2.964305e-06   -2.995647e-06    1.377627e-21   -1.245043e-22    9.437458e-05    9.329135e-05
   2.500000e-02   -3.056750e-06   -3.086289e-06    1.377627e-21   -1.244722e-22    9.437507e-05    9.329331e-05
   2.541667e-02   -3.149536e-06   -3.177202e-06    1.377627e-21   -1.244406e-22    9.437555e-05    9.329525e-05
   2.583333e-02   -3.242669e-06   -3.268392e-06    1.377627e-21   -1.244096e-22    9.437602e-05    9.329717e-05
   2.625000e-02   -3.336155e-06   -3.359869e-06    1.377627e-21   -1.243791e-22    9.437648e-05    9.329908e-05
   2.666667e-02   -3.430000e-06   -3.451640e-06    1.377627e-21   -1.243491e-22    9.437692e-05    9.330097e-05
   2.708333e-02   -3.524209e-06   -3.543712e-06    1.377627e-21   -1.243197e-22    9.437735e-05    9.330283e-05
   2.750000e-02   -3.618788e-06   -3.636095e-06    1.377627e-21   -1.242908e-22    9.437777e-05    9.330468e-05
   2.791667e-02   -3.713744e-06   -3.728795e-06    1.377627e-21   -1.242624e-22    9.437817e-05    9.330651e-05
   2.833333e-02   -3.809080e-06   -3.821820e-06    1.377627e-21   -1.242346e-22    9.437855e-05    9.330832e-05
   2.875000e-02   -3.904804e-06   -3.915179e-06    1.377627e-21   -1.242073e-22    9.437893e-05    9.331011e-05
   2.916667e-02   -4.000920e-06   -4.008880e-06    1.377627e-21   -1.241805e-22    9.437928e-05    9.331187e-05
   2.958333e-02   -4.097436e-06   -4.102930e-06    1.377627e-21   -1.241543e-22    9.437962e-05    9.331362e-05
   3.000000e-02   -4.194355e-06   -4.197338e-06    1.377627e-21   -1.241286e-22    9.437995e-05    9.331534e-05
   3.041667e-02   -4.291684e-06   -4.292111e-06    1.377627e-21   -1.241034e-22    9.438025e-05    9.331704e-05
   3.083333e-02   -4.389429e-06   -4.387259e-06    1.377627e-21   -1.240788e-22    9.438055e-05    9.331872e-05
   3.125000e-02   -4.487595e-06   -4.482788e-06    1.377627e-21   -1.240547e-22    9.438082e-05    9.332038e-05
   3.166667e-02   -4.586188e-06   -4.578708e-06    1.377627e-21   -1.240311e-22    9.438107e-05    9.332202e-05
   3.208333e-02   -4.685214e-06   -4.675026e-06    1.377627e-21   -1.240081e-22    9.438131e-05    9.332363e-05
   3.250000e-02   -4.784679e-06   -4.771751e-06    1.377627e-21   -1.239855e-22    9.438153e-05    9.332521e-05
   3.291667e-02   -4.884587e-06   -4.868891e-06    1.377627e-21   -1.239635e-22    9.438173e-05    9.332677e-05
   3.333333e-02   -4.984945e-06   -4.966455e-06    1.377627e-21   -1.239421e-22    9.438191e-05    9.332831e-05
