# z[m](mid-plane origin)  s11(a/2,b/2)  s22(a/2,b/2)  s13(0,b/2)  s23(a/2,0)  [Pa] -- constitutive TSDT at ITS peak t=12.9300 ms (step pulse); no s33 in the theory
-7.619999900000000437e-02 -2.698142755334118271e+10 -3.026523834231252193e+09 6.033345507440692472e+02 1.993159942013700459e+02
-7.606392771428571731e-02 -2.680753841610461807e+10 -3.008236309764865875e+09 8.202381035269126296e+07 2.709716738162785396e+07
-7.592785642857143025e-02 -2.663432331605901337e+10 -2.990017863099307060e+09 1.639004166167519391e+08 5.414570481285799295e+07
-7.579178514285714319e-02 -2.646178104741456985e+10 -2.971868370660819530e+09 2.456304221267403960e+08 8.114581160968714952e+07
-7.565571385714285613e-02 -2.628991040438151932e+10 -2.953787708875649929e+09 3.272138268826541901e+08 1.080974877721144706e+08
-7.551964257142856907e-02 -2.611871018117005157e+10 -2.935775754170042038e+09 4.086506308844906092e+08 1.350007333001391292e+08
-7.538357128571428201e-02 -2.594817917199040604e+10 -2.917832382970241547e+09 4.899408341322549582e+08 1.618555481937628090e+08
-7.524750000000000882e-02 -2.577831617105279160e+10 -2.899957471702495575e+09 5.710844366259342432e+08 1.886619324529812634e+08
-7.511142871428572176e-02 -2.560911997256740189e+10 -2.882150896793043613e+09 6.520814383655464649e+08 2.154198860778004527e+08
-7.497535742857143470e-02 -2.544058937074444962e+10 -2.864412534668133259e+09 7.329318393510864973e+08 2.421294090682186782e+08
-7.483928614285714764e-02 -2.527272315979417038e+10 -2.846742261754010201e+09 8.136356395825494528e+08 2.687905014242341518e+08
-7.470321485714286058e-02 -2.510552013392675400e+10 -2.829139954476918697e+09 8.941928390599373579e+08 2.954031631458478570e+08
-7.456714357142857352e-02 -2.493897908735243225e+10 -2.811605489263103485e+09 9.746034377832506895e+08 3.219673942330597639e+08
-7.443107228571428646e-02 -2.477309881428141022e+10 -2.794138742538810730e+09 1.054867435752486706e+09 3.484831946858689189e+08
-7.429500099999999940e-02 -2.460787810892390060e+10 -2.776739590730283737e+09 1.134984832967650414e+09 3.749505645042771697e+08
-7.429499900000000046e-02 -2.631229011825097561e+09 -2.681698696278929520e+10 3.876179898413265347e+08 1.097895601440321684e+09
-7.415892771428571340e-02 -2.613917273451993942e+09 -2.665212188682915497e+10 4.149294441468353271e+08 1.175253016051627398e+09
-7.402285642857142633e-02 -2.596674238816675186e+09 -2.648789338087479019e+10 4.421908316769561172e+08 1.252468620700760841e+09
-7.388678514285713927e-02 -2.579499781857368946e+09 -2.632430027690906525e+10 4.694021524316897392e+08 1.329542415387723923e+09
-7.375071385714286609e-02 -2.562393776512304306e+09 -2.616134140691485596e+10 4.965634064110336900e+08 1.406474400112509727e+09
-7.361464257142857903e-02 -2.545356096719703197e+09 -2.599901560287496948e+10 5.236745936149922013e+08 1.483264574875130653e+09
-7.347857128571429197e-02 -2.528386616417795181e+09 -2.583732169677228546e+10 5.507357140435644388e+08 1.559912939675583601e+09
-7.334250000000000491e-02 -2.511485209544806004e+09 -2.567625852058964920e+10 5.777467676967486143e+08 1.636419494513864279e+09
-7.320642871428571785e-02 -2.494651750038962841e+09 -2.551582490630992889e+10 6.047077545745466948e+08 1.712784239389977217e+09
-7.307035742857143079e-02 -2.477886111838492393e+09 -2.535601968591595840e+10 6.316186746769566536e+08 1.789007174303917646e+09
-7.293428614285714373e-02 -2.461188168881621838e+09 -2.519684169139060974e+10 6.584795280039795637e+08 1.865088299255687952e+09
-7.279821485714287055e-02 -2.444557795106578350e+09 -2.503828975471673965e+10 6.852903145556135178e+08 1.941027614245283365e+09
