# t[s]  s13_iface_CORE_side[Pa]  s13_iface_FACE_side[Pa] -- constitutive TSDT is discontinuous at the interface (blast pulse)
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000082e-05 2.268369956274952528e+03 6.941212066201353446e+04
2.000000000000000164e-05 9.052093019024921887e+03 2.769940463821625453e+05
3.000000000000000415e-05 2.030230598646447834e+04 6.212505631858129054e+05
4.000000000000000327e-05 3.594851948404134600e+04 1.100024696211665170e+06
5.000000000000000240e-05 5.589996780552651035e+04 1.710539014849110972e+06
6.000000000000000830e-05 8.004742348982077965e+04 2.449451158788515255e+06
7.000000000000000742e-05 1.082654340985293384e+05 3.312922283414996695e+06
8.000000000000000654e-05 1.404149287534751347e+05 4.296696819856338203e+06
9.000000000000000567e-05 1.763461333174481406e+05 5.396191679513911717e+06
1.000000000000000048e-04 2.159017258590187412e+05 6.606592811285971664e+06
1.100000000000000039e-04 2.589201584029211954e+05 7.922956847129386850e+06
1.200000000000000166e-04 3.052390670640322496e+05 9.340315452159384266e+06
1.300000000000000157e-04 3.546986905865089502e+05 1.085377993194717169e+07
1.400000000000000148e-04 4.071452171092204517e+05 1.245864364354214258e+07
1.500000000000000140e-04 4.624339806591221131e+05 1.415047980816913396e+07
1.600000000000000131e-04 5.204324323960183538e+05 1.592523243131815828e+07
1.700000000000000122e-04 5.810228169131673640e+05 1.777929819754292071e+07
1.800000000000000113e-04 6.441044908142546192e+05 1.970959741891618818e+07
1.900000000000000105e-04 7.095958291768073104e+05 2.171363237281030044e+07
2.000000000000000096e-04 7.774356751779421465e+05 2.378953166044502705e+07
2.100000000000000087e-04 8.475842988744055619e+05 2.593607954555680603e+07
2.200000000000000078e-04 9.200238426434634021e+05 2.815272958488997445e+07
2.300000000000000070e-04 9.947582428348663962e+05 3.043960223074690625e+07
2.400000000000000332e-04 1.071812629473908804e+06 3.279746646190160513e+07
2.500000000000000052e-04 1.151232218103917316e+06 3.522770587397986650e+07
2.600000000000000314e-04 1.233080719775525853e+06 3.773227002513108402e+07
2.700000000000000035e-04 1.317438306500802515e+06 4.031361217892455310e+07
2.800000000000000297e-04 1.404399179926894838e+06 4.297461490576297790e+07
2.900000000000000017e-04 1.494068800301914569e+06 4.571850528923857957e+07
3.000000000000000279e-04 1.586560840786260786e+06 4.854876172805957496e+07
3.099999999999999999e-04 1.681993938618461369e+06 5.146901452172490954e+07
3.200000000000000262e-04 1.780488319424096029e+06 5.448294257437732816e+07
